0,,
-27.82585379,,
-29.9804291,,
-16.92226603,,
-11.68142802,,
-17.88929659,,
-18.67081637,,
-10.53160909,,
-17.47765533,-17.47765533,
-8.6153567,-6.884721771,
-31.72474277,-18.23204158,
-36.29514883,,-36.29514883
-38.74172714,,-1.81912192
-38.25791693,,-11.93646565
-51.61321226,,-8.8836295
-44.44830308,,continue
-50.45491198,,-50.45491198
